image_id,file_name,image_type,quality,x,y,z
25496,20220607.155337.446.Monocyte_2-052_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,146,99
28361,20220608.121316.642.CD4-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,127,110
25706,20220607.151432.569.CD8_2-084_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,103,103
25493,20220607.155401.412.Monocyte_2-053_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,128,129,99
25490,20220607.155421.725.Monocyte_2-054_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,150,99
28359,20220608.121439.923.CD4-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,138,110
25487,20220607.155454.631.Monocyte_2-055_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,150,99
28355,20220608.121452.921.CD4-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,138,110
25484,20220607.155622.177.Monocyte_2-056_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,113,126,116
25703,20220607.151450.647.CD8_2-085_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,161,114,103
25700,20220607.151509.337.CD8_2-086_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,161,114,103
28352,20220608.121503.687.CD4-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,124,159,110
28350,20220608.121515.671.CD4-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,124,159,110
25697,20220607.151527.210.CD8_2-087_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,115,97
25693,20220607.151540.414.CD8_2-088_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,115,97
25690,20220607.151557.476.CD8_2-089_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,145,109
25688,20220607.151611.900.CD8_2-090_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,145,109
25684,20220607.151628.150.CD8_2-091_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,154,124,109
25681,20220607.151640.539.CD8_2-092_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,117,160,109
25679,20220607.151658.820.CD8_2-093_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,127,115
25675,20220607.151738.430.CD8_2-094_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,127,101
25673,20220607.151754.478.CD8_2-095_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,131,101
25670,20220607.151807.070.CD8_2-096_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,148,124,101
25666,20220607.151821.288.CD8_2-097_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,148,124,101
25664,20220607.151835.102.CD8_2-098_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,134,101
25660,20220607.151846.681.CD8_2-099_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,134,101
25658,20220607.151859.273.CD8_2-100_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,134,101
25654,20220607.151921.212.CD8_2-101_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,134,101
25652,20220607.151937.868.CD8_2-102_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,134,101
25481,20220607.155637.212.Monocyte_2-057_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,111,105
25478,20220607.155657.928.Monocyte_2-058_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,129,105
25475,20220607.155711.944.Monocyte_2-059_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,145,105
25472,20220607.155744.242.Monocyte_2-060_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,92,105
25469,20220607.155800.492.Monocyte_2-061_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,124,154,105
25466,20220607.155820.193.Monocyte_2-062_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,138,105
25463,20220607.155830.552.Monocyte_2-063_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,110,153,97
25460,20220607.155853.710.Monocyte_2-064_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,142,97
25457,20220607.155913.209.Monocyte_2-065_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,118,122,97
25454,20220607.155943.273.Monocyte_2-066_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,118,122,97
25451,20220607.160012.114.Monocyte_2-067_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,142,100
25448,20220607.160027.961.Monocyte_2-068_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,142,104
25445,20220607.160054.775.Monocyte_2-069_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,142,104
25441,20220607.160123.415.Monocyte_2-070_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,142,104
25438,20220607.160202.415.Monocyte_2-071_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,154,135,97
25435,20220607.160216.835.Monocyte_2-072_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,129,97
25432,20220607.160235.318.Monocyte_2-073_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,135,111
25429,20220607.160253.195.Monocyte_2-074_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,135,111
25426,20220607.160310.255.Monocyte_2-075_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,135,111
25424,20220607.160324.271.Monocyte_2-076_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,135,111
25420,20220607.160343.973.Monocyte_2-077_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,116,128,111
25419,20220607.160356.567.Monocyte_2-078_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,148,120,111
25414,20220607.160414.849.Monocyte_2-079_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,157,111
25411,20220607.160434.149.Monocyte_2-080_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,127,108
25408,20220607.160453.244.Monocyte_2-081_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,155,124,105
25406,20220607.160512.335.Monocyte_2-082_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,132,99
25402,20220607.160525.130.Monocyte_2-083_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,133,99
25399,20220607.160553.973.Monocyte_2-084_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,133,99
25396,20220607.160643.335.Monocyte_2-085_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,133,99
25393,20220607.160700.397.Monocyte_2-086_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,117,110,99
25392,20220607.160738.788.Monocyte_2-087_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,155,175,107
25388,20220607.160804.584.Monocyte_2-088_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,124,103
25385,20220607.160819.820.Monocyte_2-089_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,124,103
25382,20220607.160851.708.Monocyte_2-090_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,165,126,89
25378,20220607.160919.741.Monocyte_2-091_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,165,126,89
25376,20220607.160936.804.Monocyte_2-092_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,141,102
25373,20220607.160957.119.Monocyte_2-093_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,111,102
25370,20220607.161013.772.Monocyte_2-094_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,149,102
25366,20220607.161031.241.Monocyte_2-095_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,125,122,102
25364,20220607.161045.256.Monocyte_2-096_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,142,106
25361,20220607.161105.974.Monocyte_2-097_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,142,106
25358,20220607.161120.805.Monocyte_2-098_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,151,106
25356,20220607.161138.475.Monocyte_2-099_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,151,106
25352,20220607.161156.149.Monocyte_2-100_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,126,94
25349,20220607.161216.867.Monocyte_2-101_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,143,97
25345,20220607.161236.569.Monocyte_2-102_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,153,107,107
25344,20220607.161252.209.Monocyte_2-103_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,118,140,116
27782,20220608.134534.829.Monocyte-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,135,116
27779,20220608.134554.938.Monocyte-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,135,116
27776,20220608.134610.982.Monocyte-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,135,119
27773,20220608.134628.250.Monocyte-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,147,119
27771,20220608.134651.815.Monocyte-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,128,98
27768,20220608.134715.374.Monocyte-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,128,113,115
27764,20220608.134733.045.Monocyte-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,164,123
27760,20220608.134828.702.Monocyte-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,130,118
27757,20220608.134852.064.Monocyte-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,157,110
27755,20220608.134916.233.Monocyte-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,148,142,93
27753,20220608.134952.388.Monocyte-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,159,131,118
27750,20220608.135042.766.Monocyte-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,111,141,99
27746,20220608.135123.187.Monocyte-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,111,141,116
27743,20220608.135202.187.Monocyte-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,117,116
27740,20220608.135219.044.Monocyte-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,122,95
27736,20220608.135245.450.Monocyte-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,122,113
27733,20220608.135316.530.Monocyte-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,132,96
27730,20220608.135331.360.Monocyte-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,160,116,96
27728,20220608.135344.359.Monocyte-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,120,150,98
27725,20220608.135518.811.Monocyte-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,151,124,98
28345,20220608.121532.126.CD4-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,138,115
28084,20220608.124945.711.CD8-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,120,142,97
28343,20220608.121552.434.CD4-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,115,124,115
28341,20220608.121644.639.CD4-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,124,115
28081,20220608.125038.524.CD8-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,112,91,97
28338,20220608.121657.437.CD4-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,135,115
28335,20220608.121711.454.CD4-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,165,123
28331,20220608.121732.373.CD4-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,117,194,123
28327,20220608.121751.061.CD4-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,173,116
28080,20220608.125056.194.CD8-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,131,97
28076,20220608.125116.303.CD8-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,95,115,97
28324,20220608.121807.920.CD4-021_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,176,113
28322,20220608.121818.685.CD4-022_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,106,127,103
28073,20220608.125143.118.CD8-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,92,120
28320,20220608.121833.105.CD4-023_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,156,126,103
28315,20220608.121847.124.CD4-024_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,163,156,111
28071,20220608.125225.772.CD8-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,92,120
28066,20220608.125242.631.CD8-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,109,120
28313,20220608.122055.092.CD4-025_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,126,121
28310,20220608.122111.544.CD4-026_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,126,121
28306,20220608.122123.326.CD4-027_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,221,121
28304,20220608.122142.827.CD4-028_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,155,121
28065,20220608.125312.287.CD8-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,105,156,120
28301,20220608.122159.482.CD4-029_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,166,123,124
28299,20220608.122217.561.CD4-030_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,153,89,129
28294,20220608.122231.372.CD4-031_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,127,120
28292,20220608.122243.968.CD4-032_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,140,120
28290,20220608.122254.936.CD4-033_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,130,120
28287,20220608.122319.105.CD4-034_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,162,179,130
28282,20220608.122330.887.CD4-035_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,109,140,120
28281,20220608.122350.793.CD4-036_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,109,140,120
28277,20220608.122401.964.CD4-037_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,151,137,120
28274,20220608.122415.777.CD4-038_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,146,171,126
29259,20220610.130420.581.CD8-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,144,105
29256,20220610.130508.519.CD8-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,144,105
28986,20220610.134108.149.Monocyte-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,131,105
29561,20220610.122051.843.CD4-001_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,155,105
29559,20220610.122102.203.CD4-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,155,105
29252,20220610.130522.129.CD8-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,132,105
28982,20220610.134733.681.Monocyte-002_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,124,105
28980,20220610.134753.382.Monocyte-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,124,105
28976,20220610.134806.382.Monocyte-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,151,138,105
28973,20220610.134844.166.Monocyte-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,151,138,105
28970,20220610.134900.414.Monocyte-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,124,145,105
29250,20220610.130549.550.CD8-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,132,105
29556,20220610.122131.860.CD4-003_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,108,145,96
28968,20220610.134923.164.Monocyte-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,129,105
29551,20220610.122147.097.CD4-004_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,152,96
28965,20220610.134945.916.Monocyte-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,136,129,105
28961,20220610.135009.276.Monocyte-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,1,136,129,105
29246,20220610.130604.177.CD8-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,132,105
29550,20220610.122257.984.CD4-005_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,123,159,96
29244,20220610.130619.817.CD8-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,139,105
28958,20220610.135036.696.Monocyte-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,136,105
29546,20220610.122307.938.CD4-006_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,145,96
28955,20220610.135102.086.Monocyte-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,132,105
29542,20220610.122323.985.CD4-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,145,96
28953,20220610.135119.962.Monocyte-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,132,105
29540,20220610.122405.016.CD4-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,145,96
29240,20220610.130632.206.CD8-007_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,144,139,105
28950,20220610.135135.600.Monocyte-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,132,105
29238,20220610.130650.896.CD8-008_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,165,106,105
29538,20220610.122422.486.CD4-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,158,96
28946,20220610.135218.866.Monocyte-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,132,105
28942,20220610.135315.335.Monocyte-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,132,105
29534,20220610.122438.125.CD4-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,146,158,96
29530,20220610.122457.018.CD4-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,148,96
29234,20220610.130704.301.CD8-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,165,106,105
28940,20220610.135328.133.Monocyte-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,132,105
28937,20220610.135349.258.Monocyte-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,132,105
29528,20220610.122514.894.CD4-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,178,116
29232,20220610.130720.756.CD8-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,132,105
29525,20220610.122559.782.CD4-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,136,116
28933,20220610.135413.227.Monocyte-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,139,105
28932,20220610.135426.228.Monocyte-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,139,105
29229,20220610.130738.023.CD8-011_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,132,105
28928,20220610.135439.835.Monocyte-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,139,105
29225,20220610.130814.582.CD8-012_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,132,105
29223,20220610.130834.285.CD8-013_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,132,105
28925,20220610.135456.288.Monocyte-021_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,139,105
28923,20220610.135508.276.Monocyte-022_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,127,105
29220,20220610.130849.724.CD8-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,132,105
29215,20220610.130913.083.CD8-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,132,105
28919,20220610.135522.089.Monocyte-023_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,127,95
29523,20220610.123029.533.CD4-014_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,142,93
29214,20220610.130927.710.CD8-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,107,105
29519,20220610.123112.799.CD4-015_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,141,93
28916,20220610.135540.569.Monocyte-024_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,139,95
29210,20220610.130940.505.CD8-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,176,105
28913,20220610.135556.417.Monocyte-025_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,139,95
29517,20220610.123129.254.CD4-016_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,128,93
29208,20220610.131005.896.CD8-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,103,149,105
28910,20220610.135618.555.Monocyte-026_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,139,95
29204,20220610.131019.506.CD8-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,103,149,105
28907,20220610.135644.557.Monocyte-027_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,140,139,95
29514,20220610.123144.893.CD4-017_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,152,139,105
29510,20220610.123203.172.CD4-018_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,152,139,105
29202,20220610.131048.348.CD8-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,138,105
28904,20220610.135654.305.Monocyte-028_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,140,107
29199,20220610.131102.163.CD8-021_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,138,105
28901,20220610.135712.181.Monocyte-029_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,140,107
29507,20220610.123214.752.CD4-019_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,132,145,105
28898,20220610.135739.804.Monocyte-030_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,108,121
29505,20220610.123235.879.CD4-020_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,130,131,105
28895,20220610.135811.291.Monocyte-031_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,169,121
28893,20220610.135835.054.Monocyte-032_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,169,121
29501,20220610.123251.922.CD4-021_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,143,115,99
28888,20220610.135907.961.Monocyte-033_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,169,121
28887,20220610.135927.666.Monocyte-034_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,134,169,121
29196,20220610.131119.426.CD8-022_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,129,139,105
29497,20220610.123305.939.CD4-022_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,160,111
29495,20220610.123324.628.CD4-023_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,160,111
29191,20220610.131138.113.CD8-023_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,150,122,105
29492,20220610.123337.019.CD4-024_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,160,111
28884,20220610.135955.291.Monocyte-035_RI Tomogram.tiff,HOLOTOMOGRAPHY,1,149,120,106
28881,20220610.140028.602.Monocyte-036_RI Tomogram.tiff,HOLOTOMOGRAPHY,1,149,120,124
28878,20220610.140050.131.Monocyte-037_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,149,120,124
29189,20220610.131150.909.CD8-024_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,111,128,105
28873,20220610.140105.165.Monocyte-038_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,121,150,98
29187,20220610.131205.132.CD8-025_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,152,139,105
29184,20220610.131220.161.CD8-026_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,152,139,105
28871,20220610.140124.463.Monocyte-039_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,137,114,98
29490,20220610.123405.250.CD4-025_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,99,170,99
29180,20220610.131230.926.CD8-027_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,133,111,105
29178,20220610.131246.570.CD8-028_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,127,123,105
29487,20220610.123426.175.CD4-026_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,131,137,99
28869,20220610.140142.338.Monocyte-040_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,136,98
29483,20220610.123441.203.CD4-027_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,100,152,99
29173,20220610.131327.804.CD8-029_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,136,105
28866,20220610.140200.821.Monocyte-041_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,136,98
29172,20220610.131342.223.CD8-030_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,145,136,105
29480,20220610.123505.781.CD4-028_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,99,129,106
29169,20220610.131400.708.CD8-031_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,142,130,105
29476,20220610.123521.422.CD4-029_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,128,134,101
29474,20220610.123534.423.CD4-030_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,128,134,101
28862,20220610.140215.853.Monocyte-042_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,136,98
28859,20220610.140226.617.Monocyte-043_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,136,98
29165,20220610.131414.927.CD8-032_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,143,105
29163,20220610.131432.192.CD8-033_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,143,105
28857,20220610.140248.960.Monocyte-044_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,141,136,98
29472,20220610.123553.519.CD4-031_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,138,105
29469,20220610.123606.925.CD4-032_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,138,138,105
28853,20220610.140331.211.Monocyte-045_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,155,135,98
28851,20220610.140354.571.Monocyte-046_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,155,135,98
29466,20220610.123633.939.CD4-033_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,122,137,100
28847,20220610.140434.384.Monocyte-047_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,166,151,98
29461,20220610.123646.332.CD4-034_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,121,100
28062,20220608.125328.540.CD8-009_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,116,142,122
28059,20220608.125400.024.CD8-010_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,116,142,122
28845,20220610.140449.622.Monocyte-048_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,143,121
29460,20220610.123657.298.CD4-035_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,121,101
29455,20220610.123714.157.CD4-036_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,126,121,101
29452,20220610.123736.503.CD4-037_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,88,131,113
29450,20220610.123751.331.CD4-038_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,88,131,113
29448,20220610.123807.379.CD4-039_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,88,131,113
28841,20220610.140507.289.Monocyte-049_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,147,143,121
29444,20220610.123823.019.CD4-040_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,88,131,113
28838,20220610.140518.664.Monocyte-050_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,119,140,121
29442,20220610.123842.926.CD4-041_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,123,113
29439,20220610.123851.458.CD4-042_RI Tomogram.tiff,HOLOTOMOGRAPHY,0,135,123,113
